 Private, Some-college, Married-civ-spouse, Prof-specialty, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Sales, White, Female, United-States, <=50K
 Self-emp-not-inc, HS-grad, Separated, Exec-managerial, White, Male, United-States, <=50K
 Self-emp-inc, Assoc-acdm, Never-married, Prof-specialty, Black, Female, United-States, <=50K
 Private, 10th, Never-married, Sales, Black, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Sales, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Married-AF-spouse, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Other-service, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Craft-repair, White, Male, Ecuador, <=50K
 Local-gov, Masters, Never-married, Exec-managerial, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, Poland, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, Nicaragua, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Widowed, Adm-clerical, White, Female, United-States, <=50K
 Private, 5th-6th, Never-married, Other-service, White, Male, Mexico, <=50K
 Private, HS-grad, Separated, Other-service, Black, Female, United-States, <=50K
 Private, 10th, Never-married, Handlers-cleaners, White, Male, Mexico, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, Assoc-acdm, Never-married, Other-service, Asian-Pac-Islander, Male, Vietnam, <=50K
 Private, HS-grad, Divorced, Machine-op-inspct, White, Male, United-States, <=50K
 Private, 7th-8th, Never-married, Other-service, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, White, Male, Mexico, <=50K
 Private, Bachelors, Never-married, Exec-managerial, White, Female, United-States, <=50K
 Federal-gov, HS-grad, Separated, Adm-clerical, Black, Male, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, White, Female, Vietnam, <=50K
 Private, 1st-4th, Never-married, Other-service, White, Female, El-Salvador, <=50K
 Private, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Self-emp-not-inc, HS-grad, Widowed, Other-service, Black, Female, United-States, <=50K
 Private, 10th, Never-married, Machine-op-inspct, Asian-Pac-Islander, Male, Vietnam, <=50K
 Private, Assoc-acdm, Never-married, Other-service, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Sales, White, Female, United-States, <=50K
 ?, HS-grad, Never-married, ?, Asian-Pac-Islander, Female, South, <=50K
 Private, 7th-8th, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Tech-support, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Sales, Black, Male, ?, <=50K
 Private, Bachelors, Never-married, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Widowed, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, White, Male, Mexico, <=50K
 Self-emp-not-inc, Assoc-voc, Never-married, Other-service, White, Female, United-States, <=50K
 Self-emp-not-inc, 7th-8th, Divorced, Sales, White, Male, Mexico, <=50K
 Private, HS-grad, Never-married, Exec-managerial, White, Female, Germany, <=50K
 Private, 1st-4th, Married-civ-spouse, Other-service, Black, Female, United-States, <=50K
 Private, 12th, Never-married, Adm-clerical, Black, Male, ?, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Female, United-States, <=50K
 ?, HS-grad, Never-married, ?, Amer-Indian-Eskimo, Female, United-States, <=50K
 ?, Assoc-acdm, Never-married, ?, White, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Black, Male, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Separated, Machine-op-inspct, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Adm-clerical, Asian-Pac-Islander, Female, Taiwan, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, 11th, Widowed, Sales, White, Female, United-States, <=50K
 Local-gov, 5th-6th, Married-civ-spouse, Handlers-cleaners, White, Male, Mexico, <=50K
 Self-emp-not-inc, HS-grad, Never-married, Sales, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Exec-managerial, White, Male, United-States, <=50K
 State-gov, Masters, Married-civ-spouse, Prof-specialty, Other, Female, United-States, >50K
 Private, 10th, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, 5th-6th, Married-civ-spouse, Farming-fishing, White, Female, Mexico, <=50K
 Private, 5th-6th, Never-married, Other-service, White, Male, Mexico, <=50K
 State-gov, Some-college, Never-married, Other-service, Black, Male, Haiti, <=50K
 ?, Some-college, Divorced, ?, White, Female, United-States, <=50K
 Local-gov, Some-college, Married-spouse-absent, Craft-repair, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Private, 5th-6th, Separated, Adm-clerical, White, Male, El-Salvador, <=50K
 Federal-gov, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Other-service, Black, Female, United-States, <=50K
 Private, 7th-8th, Married-civ-spouse, Other-service, Asian-Pac-Islander, Female, ?, <=50K
 Private, HS-grad, Never-married, Other-service, Black, Male, United-States, <=50K
 State-gov, Bachelors, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Local-gov, Some-college, Never-married, Prof-specialty, White, Female, United-States, <=50K
 ?, HS-grad, Widowed, ?, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Widowed, Adm-clerical, White, Female, United-States, <=50K
 Private, 5th-6th, Married-civ-spouse, Other-service, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, White, Female, United-States, <=50K
 Local-gov, HS-grad, Widowed, Exec-managerial, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, HS-grad, Married-spouse-absent, Craft-repair, White, Male, United-States, <=50K
 ?, 11th, Never-married, ?, White, Male, United-States, <=50K
 Private, Bachelors, Married-spouse-absent, Prof-specialty, Asian-Pac-Islander, Female, Philippines, >50K
 Private, Bachelors, Divorced, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, White, Male, Jamaica, <=50K
 State-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, United-States, <=50K
 State-gov, Bachelors, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, 11th, Never-married, Handlers-cleaners, Black, Female, United-States, <=50K
 Private, 10th, Never-married, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Widowed, Machine-op-inspct, Black, Female, Haiti, <=50K
 Private, HS-grad, Divorced, Sales, White, Female, United-States, <=50K
 Private, Prof-school, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Local-gov, Bachelors, Never-married, Adm-clerical, Black, Female, United-States, <=50K
 Private, 7th-8th, Widowed, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Other, Female, Columbia, <=50K
 Private, HS-grad, Divorced, Adm-clerical, Amer-Indian-Eskimo, Female, United-States, <=50K
 ?, Some-college, Never-married, ?, White, Female, United-States, <=50K
 State-gov, Some-college, Never-married, Adm-clerical, White, Female, Japan, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Male, Nicaragua, <=50K
 Private, HS-grad, Never-married, Other-service, Other, Male, Mexico, <=50K
 Self-emp-not-inc, HS-grad, Separated, Other-service, White, Female, United-States, <=50K
 Self-emp-not-inc, Doctorate, Divorced, Adm-clerical, Other, Male, ?, <=50K
 Private, Some-college, Divorced, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Local-gov, HS-grad, Separated, Protective-serv, Black, Female, United-States, <=50K
 Private, 5th-6th, Separated, Other-service, White, Female, Cuba, <=50K
 Private, 7th-8th, Never-married, Machine-op-inspct, White, Female, Dominican-Republic, <=50K
 Private, HS-grad, Divorced, Craft-repair, Black, Female, United-States, <=50K
 Private, 10th, Divorced, Other-service, White, Female, United-States, <=50K
 Private, 5th-6th, Widowed, Other-service, Asian-Pac-Islander, Female, Philippines, <=50K
 Private, Bachelors, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Other-service, Black, Female, United-States, <=50K
 Private, 11th, Never-married, Other-service, Black, Female, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, 5th-6th, Never-married, Machine-op-inspct, White, Female, Mexico, <=50K
 Private, 11th, Never-married, Other-service, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, Black, Male, United-States, <=50K
 Private, Assoc-voc, Never-married, Sales, Black, Male, ?, <=50K
 Private, Some-college, Never-married, Handlers-cleaners, White, Female, United-States, <=50K
 Private, 10th, Never-married, Other-service, White, Male, Mexico, <=50K
 Private, 11th, Separated, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Transport-moving, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, White, Female, United-States, <=50K
 ?, Some-college, Never-married, ?, Black, Male, United-States, <=50K
 Self-emp-not-inc, 10th, Widowed, Transport-moving, White, Female, United-States, <=50K
 Private, 5th-6th, Never-married, Farming-fishing, White, Male, Mexico, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, Black, Male, United-States, <=50K
 Private, 7th-8th, Married-civ-spouse, Sales, White, Male, United-States, <=50K
 Federal-gov, HS-grad, Separated, Adm-clerical, Black, Female, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, Black, Female, United-States, <=50K
 Private, HS-grad, Separated, Transport-moving, Black, Male, United-States, <=50K
 Private, 5th-6th, Married-civ-spouse, Craft-repair, White, Male, Mexico, <=50K
 Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Male, United-States, <=50K
 Self-emp-not-inc, 7th-8th, Never-married, Farming-fishing, White, Male, United-States, <=50K
 Private, 1st-4th, Married-civ-spouse, Protective-serv, White, Male, Mexico, <=50K
 Private, 7th-8th, Never-married, Farming-fishing, Other, Male, Mexico, <=50K
 Private, Some-college, Never-married, Sales, Black, Female, United-States, <=50K
 Private, 5th-6th, Never-married, Handlers-cleaners, White, Male, Honduras, <=50K
 Local-gov, HS-grad, Never-married, Craft-repair, Amer-Indian-Eskimo, Male, United-States, <=50K
 Self-emp-not-inc, 7th-8th, Never-married, Other-service, White, Female, Mexico, <=50K
 Private, HS-grad, Never-married, Other-service, Black, Male, United-States, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Priv-house-serv, White, Female, Poland, <=50K
 Private, 12th, Married-civ-spouse, Machine-op-inspct, Other, Male, Ecuador, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, Black, Male, United-States, <=50K
 Private, Some-college, Separated, Farming-fishing, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Machine-op-inspct, White, Female, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-spouse-absent, Transport-moving, Asian-Pac-Islander, Male, India, >50K
 Private, Assoc-voc, Separated, Prof-specialty, White, Female, United-States, <=50K
 Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Amer-Indian-Eskimo, Male, United-States, <=50K
 Private, Some-college, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, 9th, Married-civ-spouse, Machine-op-inspct, Asian-Pac-Islander, Male, Philippines, <=50K
 Local-gov, Some-college, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Machine-op-inspct, Other, Female, Ecuador, <=50K
 Private, HS-grad, Widowed, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Other-service, Asian-Pac-Islander, Male, ?, <=50K
 Private, HS-grad, Never-married, Craft-repair, Asian-Pac-Islander, Male, Cambodia, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Male, Mexico, <=50K
 Private, Bachelors, Never-married, Other-service, White, Male, United-States, <=50K
 Private, Prof-school, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Private, 11th, Married-civ-spouse, Priv-house-serv, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, Black, Female, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Sales, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Other-service, White, Male, United-States, <=50K
 Private, 5th-6th, Married-civ-spouse, Other-service, White, Female, Italy, <=50K
 Private, Doctorate, Divorced, Prof-specialty, White, Male, United-States, >50K
 Self-emp-not-inc, Prof-school, Divorced, Prof-specialty, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Protective-serv, Black, Male, ?, <=50K
 Private, HS-grad, Divorced, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Other-service, Asian-Pac-Islander, Female, South, <=50K
 Private, Some-college, Never-married, Other-service, Black, Male, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, Black, Female, United-States, <=50K
 ?, Assoc-acdm, Never-married, ?, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
 ?, HS-grad, Married-civ-spouse, ?, White, Male, United-States, <=50K
 Federal-gov, Some-college, Never-married, Armed-Forces, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Local-gov, Bachelors, Never-married, Prof-specialty, Black, Male, United-States, <=50K
 Federal-gov, HS-grad, Married-civ-spouse, Armed-Forces, Amer-Indian-Eskimo, Male, United-States, <=50K
 Private, HS-grad, Separated, Other-service, Black, Male, United-States, <=50K
 Private, 1st-4th, Widowed, Other-service, White, Female, Mexico, <=50K
 Private, HS-grad, Never-married, Sales, Black, Female, Dominican-Republic, <=50K
 Private, HS-grad, Separated, Prof-specialty, Other, Female, Puerto-Rico, <=50K
 Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Private, 11th, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Local-gov, 10th, Never-married, Transport-moving, White, Male, United-States, <=50K
 Private, 5th-6th, Married-civ-spouse, Craft-repair, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Local-gov, Some-college, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Private, HS-grad, Widowed, Other-service, White, Female, United-States, <=50K
 Private, 5th-6th, Never-married, Machine-op-inspct, White, Male, Mexico, <=50K
 Private, HS-grad, Never-married, Priv-house-serv, White, Female, United-States, <=50K
 Private, 11th, Never-married, Adm-clerical, Asian-Pac-Islander, Female, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, White, Male, Guatemala, <=50K
 Private, HS-grad, Separated, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, White, Male, United-States, <=50K
 Local-gov, HS-grad, Divorced, Transport-moving, White, Male, United-States, <=50K
 Private, 10th, Never-married, Handlers-cleaners, White, Male, El-Salvador, <=50K
 Private, HS-grad, Never-married, Other-service, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Separated, Sales, Black, Female, United-States, <=50K
 Private, Bachelors, Never-married, Sales, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Machine-op-inspct, White, Female, Holand-Netherlands, <=50K
 Private, HS-grad, Never-married, Tech-support, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, White, Male, United-States, >50K
 Private, HS-grad, Divorced, Other-service, White, Male, United-States, <=50K
 Private, 11th, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, Amer-Indian-Eskimo, Male, United-States, >50K
 Private, Assoc-acdm, Married-spouse-absent, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Local-gov, HS-grad, Married-spouse-absent, Transport-moving, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Exec-managerial, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, Black, Male, ?, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Exec-managerial, White, Female, United-States, <=50K
 ?, Some-college, Never-married, ?, White, Male, United-States, <=50K
 Private, HS-grad, Widowed, Handlers-cleaners, White, Female, United-States, <=50K
 Private, 9th, Never-married, Transport-moving, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Tech-support, Asian-Pac-Islander, Male, United-States, <=50K
 Private, 1st-4th, Never-married, Other-service, White, Male, El-Salvador, <=50K
 Private, HS-grad, Never-married, Other-service, White, Male, ?, <=50K
 Private, Assoc-voc, Separated, Craft-repair, White, Male, United-States, >50K
 Private, Some-college, Widowed, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, 9th, Never-married, Craft-repair, Black, Male, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, 7th-8th, Divorced, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Married-spouse-absent, Farming-fishing, Black, Male, United-States, <=50K
 Private, Bachelors, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Adm-clerical, Black, Female, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male, Ireland, <=50K
 Private, Some-college, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, 9th, Never-married, Farming-fishing, White, Male, Mexico, <=50K
 Private, 11th, Never-married, Other-service, White, Male, United-States, <=50K
 Private, HS-grad, Separated, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Machine-op-inspct, White, Female, United-States, <=50K
 Private, 1st-4th, Married-spouse-absent, Farming-fishing, White, Male, Mexico, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Federal-gov, Bachelors, Never-married, Exec-managerial, Asian-Pac-Islander, Female, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, Black, Male, United-States, <=50K
 State-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 ?, HS-grad, Never-married, ?, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, 9th, Never-married, Farming-fishing, Black, Male, United-States, <=50K
 ?, 11th, Widowed, ?, Black, Female, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Male, Nicaragua, <=50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Private, 9th, Never-married, Handlers-cleaners, White, Male, Mexico, <=50K
 Private, HS-grad, Never-married, Sales, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Sales, Black, Female, United-States, <=50K
 Private, 12th, Never-married, Machine-op-inspct, White, Male, Mexico, <=50K
 Private, HS-grad, Never-married, Other-service, White, Male, United-States, <=50K
 Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, White, Male, United-States, >50K
 Private, 5th-6th, Never-married, Farming-fishing, Black, Male, Mexico, <=50K
 Private, HS-grad, Never-married, Sales, White, Male, United-States, <=50K
 Private, 11th, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Self-emp-not-inc, 7th-8th, Never-married, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Separated, Craft-repair, Black, Male, United-States, <=50K
 Private, Some-college, Never-married, Sales, White, Female, Poland, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, Asian-Pac-Islander, Male, Philippines, <=50K
 Private, Bachelors, Divorced, Exec-managerial, White, Male, United-States, <=50K
 ?, HS-grad, Widowed, ?, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Tech-support, White, Male, United-States, <=50K
 Private, 9th, Never-married, Other-service, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, White, Female, United-States, <=50K
 Self-emp-inc, HS-grad, Never-married, Craft-repair, White, Male, Mexico, <=50K
 Private, HS-grad, Never-married, Transport-moving, Black, Male, United-States, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male, United-States, <=50K
 Private, 5th-6th, Never-married, Machine-op-inspct, White, Male, Mexico, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Male, United-States, <=50K
 Self-emp-not-inc, 1st-4th, Married-civ-spouse, Sales, White, Male, United-States, <=50K
 Private, 11th, Married-civ-spouse, Other-service, White, Male, United-States, <=50K
 Private, 11th, Divorced, Other-service, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Handlers-cleaners, Black, Male, United-States, <=50K
 Private, HS-grad, Never-married, Tech-support, Asian-Pac-Islander, Male, Vietnam, <=50K
 Private, HS-grad, Never-married, Other-service, White, Female, United-States, <=50K
 ?, HS-grad, Never-married, ?, White, Female, United-States, <=50K
 Private, 10th, Never-married, Other-service, White, Male, Mexico, <=50K
 ?, 10th, Never-married, ?, White, Male, United-States, <=50K
 Private, HS-grad, Separated, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Sales, White, Female, ?, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, Other, Female, Guatemala, <=50K
 Private, HS-grad, Never-married, Other-service, Black, Male, United-States, <=50K
 Private, HS-grad, Married-spouse-absent, Handlers-cleaners, White, Male, United-States, <=50K
 Private, 5th-6th, Separated, Farming-fishing, White, Male, Mexico, <=50K
 Private, HS-grad, Never-married, Exec-managerial, White, Female, United-States, <=50K
 ?, 10th, Separated, ?, White, Female, Puerto-Rico, <=50K
 Local-gov, Bachelors, Married-spouse-absent, Prof-specialty, Black, Male, ?, <=50K
 Private, 7th-8th, Never-married, Other-service, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Farming-fishing, White, Male, United-States, <=50K
 ?, HS-grad, Never-married, ?, White, Male, El-Salvador, <=50K
 Private, 12th, Never-married, Sales, White, Male, United-States, <=50K
 Private, 5th-6th, Never-married, Handlers-cleaners, White, Male, Guatemala, <=50K
 Private, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Sales, Asian-Pac-Islander, Female, Greece, <=50K
 Private, HS-grad, Never-married, Other-service, White, Female, Hungary, <=50K
 Private, Bachelors, Never-married, Exec-managerial, Black, Male, United-States, <=50K
 Private, 11th, Divorced, Machine-op-inspct, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Prof-specialty, Asian-Pac-Islander, Female, South, <=50K
 Private, HS-grad, Separated, Prof-specialty, Black, Female, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 ?, 12th, Never-married, ?, Black, Male, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, Black, Male, United-States, <=50K
 ?, 12th, Married-civ-spouse, ?, White, Female, United-States, >50K
 Private, Bachelors, Divorced, Sales, Asian-Pac-Islander, Female, South, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, White, Male, Mexico, <=50K
 Private, HS-grad, Never-married, Craft-repair, White, Male, ?, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, Other, Male, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, Black, Male, United-States, <=50K
 Private, Assoc-voc, Never-married, Adm-clerical, White, Female, United-States, <=50K
 ?, Some-college, Never-married, ?, White, Male, United-States, <=50K
 Private, Assoc-acdm, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Priv-house-serv, White, Male, United-States, <=50K
 Private, Bachelors, Widowed, Machine-op-inspct, Asian-Pac-Islander, Male, Philippines, <=50K
 Private, 1st-4th, Never-married, Other-service, White, Female, Guatemala, <=50K
 Private, HS-grad, Never-married, Transport-moving, Other, Male, Dominican-Republic, <=50K
 ?, 10th, Never-married, ?, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Protective-serv, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Priv-house-serv, Asian-Pac-Islander, Female, Philippines, <=50K
 Local-gov, Bachelors, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, 5th-6th, Never-married, Other-service, White, Female, El-Salvador, <=50K
 Self-emp-not-inc, HS-grad, Never-married, Sales, Asian-Pac-Islander, Male, United-States, >50K
 State-gov, 7th-8th, Widowed, Other-service, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
 Private, 11th, Never-married, Transport-moving, White, Male, United-States, <=50K
 Private, HS-grad, Separated, Protective-serv, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, Black, Female, Trinadad&Tobago, <=50K
 State-gov, HS-grad, Never-married, Other-service, Other, Male, United-States, <=50K
 ?, 11th, Widowed, ?, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, Black, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Amer-Indian-Eskimo, Male, United-States, <=50K
 ?, HS-grad, Married-civ-spouse, ?, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Other-service, White, Female, United-States, <=50K
 Private, 11th, Married-spouse-absent, Other-service, White, Male, El-Salvador, <=50K
 ?, 11th, Never-married, ?, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 ?, Some-college, Never-married, ?, Black, Female, United-States, <=50K
 Private, 9th, Married-civ-spouse, Transport-moving, White, Male, Mexico, <=50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Private, Some-college, Never-married, Tech-support, White, Female, United-States, <=50K
 Private, 9th, Never-married, Machine-op-inspct, White, Male, Mexico, <=50K
 Private, 9th, Never-married, Farming-fishing, White, Male, Mexico, <=50K
